gene,chr,start,end,gene_biotype,coding_strand,length,genomic_position
Phospho2,2,69789623,69800005,protein_coding,1,10382,chr2_69789623_69800005
Klhl23,2,69821944,69836651,protein_coding,1,14707,chr2_69821944_69836651
Ssb,2,69861562,69871846,protein_coding,1,10284,chr2_69861562_69871846
Mettl5,2,69871198,69885615,protein_coding,-1,14417,chr2_69871198_69885615
Mettl5os,2,69885728,69888155,antisense,1,2427,chr2_69885728_69888155
Ubr3,2,69897246,70024013,protein_coding,1,126767,chr2_69897246_70024013
Myo3b,2,70039126,70429198,protein_coding,1,390072,chr2_70039126_70429198
Sp5,2,70474923,70477729,protein_coding,1,2806,chr2_70474923_70477729
Gad1os,2,70489940,70563357,antisense,-1,73417,chr2_70489940_70563357
Erich2,2,70508819,70540884,protein_coding,1,32065,chr2_70508819_70540884
Gad1,2,70553072,70602014,protein_coding,1,48942,chr2_70553072_70602014
Gm26558,2,70661149,70662109,antisense,-1,960,chr2_70661149_70662109
Gorasp2,2,70661576,70712636,protein_coding,1,51060,chr2_70661576_70712636
Tlk1,2,70712407,70825728,protein_coding,-1,113321,chr2_70712407_70825728
Gm13632,2,70877829,70884408,lincRNA,1,6579,chr2_70877829_70884408
Mettl8,2,70964561,71055583,protein_coding,-1,91022,chr2_70964561_71055583
Dcaf17,2,71055328,71099142,protein_coding,1,43814,chr2_71055328_71099142
Cybrd1,2,71117923,71142926,protein_coding,1,25003,chr2_71117923_71142926
Dync1i2,2,71211706,71263303,protein_coding,1,51597,chr2_71211706_71263303
Slc25a12,2,71271063,71367749,protein_coding,-1,96686,chr2_71271063_71367749
Hat1,2,71388958,71441622,protein_coding,1,52664,chr2_71388958_71441622
Metap1d,2,71453276,71525194,protein_coding,1,71918,chr2_71453276_71525194
Dlx1as,2,71516454,71537891,antisense,-1,21437,chr2_71516454_71537891
Dlx1,2,71528113,71533981,protein_coding,1,5868,chr2_71528113_71533981
Dlx2,2,71543408,71546754,protein_coding,-1,3346,chr2_71543408_71546754
Platr26,2,71719417,71730966,lincRNA,1,11549,chr2_71719417_71730966
Gm13647,2,71737815,71745397,lincRNA,1,7582,chr2_71737815_71745397
Itga6,2,71745616,71858416,protein_coding,1,112800,chr2_71745616_71858416
Pdk1,2,71873224,71903858,protein_coding,1,30634,chr2_71873224_71903858
Rapgef4,2,71981240,72257474,protein_coding,1,276234,chr2_71981240_72257474
Rapgef4os1,2,72097603,72148796,antisense,-1,51193,chr2_72097603_72148796
Rapgef4os2,2,72224688,72232302,antisense,-1,7614,chr2_72224688_72232302
Rapgef4os3,2,72244965,72248975,antisense,-1,4010,chr2_72244965_72248975
Map3k20,2,72285637,72442610,protein_coding,1,156973,chr2_72285637_72442610
Cdca7,2,72476159,72486893,protein_coding,1,10734,chr2_72476159_72486893
8430437L04Rik,2,72703510,72729468,lincRNA,1,25958,chr2_72703510_72729468
6430710C18Rik,2,72745846,72813717,lincRNA,-1,67871,chr2_72745846_72813717
Sp3,2,72936427,72980446,protein_coding,-1,44019,chr2_72936427_72980446
Gm11084,2,72971548,72986716,protein_coding,-1,15168,chr2_72971548_72986716
Sp3os,2,72979424,72988677,antisense,1,9253,chr2_72979424_72988677
Ola1,2,73092801,73218924,protein_coding,-1,126123,chr2_73092801_73218924
Sp9,2,73271925,73284706,protein_coding,1,12781,chr2_73271925_73284706
Cir1,2,73283105,73312701,protein_coding,-1,29596,chr2_73283105_73312701
Scrn3,2,73312601,73337818,protein_coding,1,25217,chr2_73312601_73337818
Gpr155,2,73341506,73386572,protein_coding,-1,45066,chr2_73341506_73386572
Gm13703,2,73357268,73364333,antisense,1,7065,chr2_73357268_73364333
Gm13709,2,73370909,73379297,antisense,1,8388,chr2_73370909_73379297
Gm13707,2,73421909,73429142,antisense,1,7233,chr2_73421909_73429142
Wipf1,2,73429610,73529734,protein_coding,-1,100124,chr2_73429610_73529734
Gm13708,2,73459705,73477602,lincRNA,1,17897,chr2_73459705_73477602
Chrna1,2,73563215,73580338,protein_coding,-1,17123,chr2_73563215_73580338
Chrna1os,2,73584850,73589208,antisense,1,4358,chr2_73584850_73589208
Chn1os3,2,73596526,73616012,antisense,1,19486,chr2_73596526_73616012
Chn1,2,73610660,73775346,protein_coding,-1,164686,chr2_73610660_73775346
Chn1os1,2,73658270,73660263,antisense,1,1993,chr2_73658270_73660263
Atf2,2,73816509,73892639,protein_coding,-1,76130,chr2_73816509_73892639
Atp5g3,2,73908447,73911326,protein_coding,-1,2879,chr2_73908447_73911326
A630050E04Rik,2,74100924,74102342,lincRNA,-1,1418,chr2_74100924_74102342
Gm13667,2,74135757,74150834,lincRNA,1,15077,chr2_74135757_74150834
4930441J16Rik,2,74298940,74307717,lincRNA,-1,8777,chr2_74298940_74307717
Lnpk,2,74520291,74579435,protein_coding,-1,59144,chr2_74520291_74579435
4930445N08Rik,2,74579076,74584544,antisense,1,5468,chr2_74579076_74584544
Hoxd1,2,74762980,74765142,protein_coding,1,2162,chr2_74762980_74765142
Mtx2,2,74825803,74878431,protein_coding,1,52628,chr2_74825803_74878431
Gm13652,2,75124871,75137798,lincRNA,-1,12927,chr2_75124871_75137798
2600014E21Rik,2,75138843,75317820,lincRNA,1,178977,chr2_75138843_75317820
A330043C09Rik,2,75147118,75177658,lincRNA,-1,30540,chr2_75147118_75177658
Gm13658,2,75436057,75444179,lincRNA,1,8122,chr2_75436057_75444179
Gm13660,2,75458966,75464788,lincRNA,-1,5822,chr2_75458966_75464788
Hnrnpa3,2,75659261,75669407,protein_coding,1,10146,chr2_75659261_75669407
Nfe2l2,2,75675513,75704641,protein_coding,-1,29128,chr2_75675513_75704641
Agps,2,75832177,75931350,protein_coding,1,99173,chr2_75832177_75931350
Ttc30b,2,75935849,75938585,protein_coding,-1,2736,chr2_75935849_75938585
Ttc30a2,2,75975740,75978170,protein_coding,-1,2430,chr2_75975740_75978170
Ttc30a1,2,75978247,75981967,protein_coding,-1,3720,chr2_75978247_75981967
Pde11a,2,75989141,76338774,protein_coding,-1,349633,chr2_75989141_76338774
Cyct,2,76353942,76360450,protein_coding,-1,6508,chr2_76353942_76360450
Rbm45,2,76369984,76383768,protein_coding,1,13784,chr2_76369984_76383768
Osbpl6,2,76406508,76600647,protein_coding,1,194139,chr2_76406508_76600647
Prkra,2,76629898,76648015,protein_coding,-1,18117,chr2_76629898_76648015
Pjvk,2,76648476,76658556,protein_coding,1,10080,chr2_76648476_76658556
Fkbp7,2,76663044,76673116,protein_coding,-1,10072,chr2_76663044_76673116
Plekha3,2,76675281,76696828,protein_coding,1,21547,chr2_76675281_76696828
Ttn,2,76703980,76982547,protein_coding,-1,278567,chr2_76703980_76982547
Gm13938,2,76722776,76786708,antisense,1,63932,chr2_76722776_76786708
Ccdc141,2,77009902,77170636,protein_coding,-1,160734,chr2_77009902_77170636
Sestd1,2,77180340,77280592,protein_coding,-1,100252,chr2_77180340_77280592
Gm13943,2,77314751,77317035,lincRNA,1,2284,chr2_77314751_77317035
Zfp385b,2,77410634,77819639,protein_coding,-1,409005,chr2_77410634_77819639
Gm13944,2,77462669,77480938,antisense,1,18269,chr2_77462669_77480938
Gm13661,2,77840616,77842936,lincRNA,1,2320,chr2_77840616_77842936
Cwc22,2,77881159,77946375,protein_coding,-1,65216,chr2_77881159_77946375
4930440I19Rik,2,78051177,78194430,lincRNA,1,143253,chr2_78051177_78194430
Gm14461,2,78237547,78302230,lincRNA,1,64683,chr2_78237547_78302230
Ube2e3,2,78868124,78921293,protein_coding,1,53169,chr2_78868124_78921293
Itga4,2,79255426,79333123,protein_coding,1,77697,chr2_79255426_79333123
Cerkl,2,79330543,79456785,protein_coding,-1,126242,chr2_79330543_79456785
Ppp1r1c,2,79707780,79818496,protein_coding,1,110716,chr2_79707780_79818496
Pde1a,2,79834453,80129458,protein_coding,-1,295005,chr2_79834453_80129458
Prdx6b,2,80292472,80295356,protein_coding,1,2884,chr2_80292472_80295356
Dnajc10,2,80315466,80354043,protein_coding,1,38577,chr2_80315466_80354043
Frzb,2,80411970,80447625,protein_coding,-1,35655,chr2_80411970_80447625
Nckap1,2,80500512,80581380,protein_coding,-1,80868,chr2_80500512_80581380
Dusp19,2,80617045,80632361,protein_coding,1,15316,chr2_80617045_80632361
Nup35,2,80617236,80658906,protein_coding,1,41670,chr2_80617236_80658906
Zfp804a,2,82053222,82259879,protein_coding,1,206657,chr2_82053222_82259879
A130030D18Rik,2,82375372,82392202,lincRNA,-1,16830,chr2_82375372_82392202
Fsip2,2,82943634,83008937,protein_coding,1,65303,chr2_82943634_83008937
Gm28675,2,83100258,83126216,lincRNA,-1,25958,chr2_83100258_83126216
Zc3h15,2,83644435,83664622,protein_coding,1,20187,chr2_83644435_83664622
Gm13686,2,83700657,83701116,antisense,-1,459,chr2_83700657_83701116
Itgav,2,83724397,83806916,protein_coding,1,82519,chr2_83724397_83806916
Fam171b,2,83812636,83883486,protein_coding,1,70850,chr2_83812636_83883486
Zswim2,2,83915079,83941228,protein_coding,-1,26149,chr2_83915079_83941228
Calcrl,2,84330626,84425411,protein_coding,-1,94785,chr2_84330626_84425411
Tfpi,2,84432855,84476775,protein_coding,-1,43920,chr2_84432855_84476775
Gm13710,2,84500760,84531322,lincRNA,-1,30562,chr2_84500760_84531322
Ctnnd1,2,84600071,84650765,protein_coding,-1,50694,chr2_84600071_84650765
Gm28635,2,84601439,84678041,protein_coding,-1,76602,chr2_84601439_84678041
Btbd18,2,84659079,84668780,protein_coding,1,9701,chr2_84659079_84668780
Tmx2,2,84671316,84679140,protein_coding,-1,7824,chr2_84671316_84679140
Med19,2,84678402,84688215,protein_coding,1,9813,chr2_84678402_84688215
Zdhhc5,2,84687970,84715180,protein_coding,-1,27210,chr2_84687970_84715180
Clp1,2,84722104,84727350,protein_coding,-1,5246,chr2_84722104_84727350
Ypel4,2,84734058,84738655,protein_coding,1,4597,chr2_84734058_84738655
Gm19426,2,84742169,84743655,protein_coding,-1,1486,chr2_84742169_84743655
Serping1,2,84765387,84775444,protein_coding,-1,10057,chr2_84765387_84775444
Ube2l6,2,84798828,84810335,protein_coding,1,11507,chr2_84798828_84810335
Smtnl1,2,84811176,84822652,protein_coding,-1,11476,chr2_84811176_84822652
Timm10,2,84826997,84830213,protein_coding,1,3216,chr2_84826997_84830213
Slc43a1,2,84838850,84863594,protein_coding,1,24744,chr2_84838850_84863594
Rtn4rl2,2,84871924,84886710,protein_coding,-1,14786,chr2_84871924_84886710
Slc43a3,2,84936579,84958509,protein_coding,1,21930,chr2_84936579_84958509
Prg3,2,84988215,84993886,protein_coding,1,5671,chr2_84988215_84993886
P2rx3,2,84998583,85037462,protein_coding,-1,38879,chr2_84998583_85037462
Ssrp1,2,85037234,85047109,protein_coding,1,9875,chr2_85037234_85047109
Tnks1bp1,2,85048022,85073048,protein_coding,1,25026,chr2_85048022_85073048
Aplnr,2,85136225,85139923,protein_coding,1,3698,chr2_85136225_85139923
Gm13713,2,85160778,85193325,antisense,1,32547,chr2_85160778_85193325
Lrrc55,2,85162334,85197197,protein_coding,-1,34863,chr2_85162334_85197197
Gm13716,2,85196932,85198675,antisense,1,1743,chr2_85196932_85198675
Gm13715,2,85233675,85243678,lincRNA,1,10003,chr2_85233675_85243678
Olfr987,2,85330779,85339315,protein_coding,-1,8536,chr2_85330779_85339315
Olfr988,2,85352428,85363227,protein_coding,-1,10799,chr2_85352428_85363227
Olfr992,2,85398824,85409469,protein_coding,-1,10645,chr2_85398824_85409469
Olfr994,2,85429380,85436451,protein_coding,-1,7071,chr2_85429380_85436451
Olfr995,2,85437528,85443639,protein_coding,-1,6111,chr2_85437528_85443639
Olfr1023,2,85885640,85891213,protein_coding,1,5573,chr2_85885640_85891213
Olfr1029,2,85973895,85978913,protein_coding,1,5018,chr2_85973895_85978913
Olfr1030,2,85979276,85988294,protein_coding,1,9018,chr2_85979276_85988294
Olfr1033,2,86020633,86045171,protein_coding,1,24538,chr2_86020633_86045171
Olfr1034,2,86045861,86050742,protein_coding,1,4881,chr2_86045861_86050742
Olfr1043,2,86161890,86167522,protein_coding,-1,5632,chr2_86161890_86167522
Olfr1044,2,86168589,86177820,protein_coding,-1,9231,chr2_86168589_86177820
Olfr52,2,86179412,86185683,protein_coding,-1,6271,chr2_86179412_86185683
Olfr1057,2,86372561,86378393,protein_coding,-1,5832,chr2_86372561_86378393
Olfr1062,2,86420399,86426749,protein_coding,-1,6350,chr2_86420399_86426749
Olfr228,2,86481921,86487386,protein_coding,-1,5465,chr2_86481921_86487386
Olfr1087,2,86687235,86698395,protein_coding,-1,11160,chr2_86687235_86698395
Olfr1090,2,86752724,86758993,protein_coding,-1,6269,chr2_86752724_86758993
Olfr141,2,86804134,86810018,protein_coding,-1,5884,chr2_86804134_86810018
Gm13723,2,86869011,86874802,protein_coding,-1,5791,chr2_86869011_86874802
Olfr1104,2,87020703,87027080,protein_coding,-1,6377,chr2_87020703_87027080
Olfr1106,2,87046811,87052273,protein_coding,-1,5462,chr2_87046811_87052273
Olfr259,2,87104578,87114567,protein_coding,-1,9989,chr2_87104578_87114567
Olfr1112,2,87187798,87192767,protein_coding,1,4969,chr2_87187798_87192767
Olfr1115,2,87248013,87253868,protein_coding,1,5855,chr2_87248013_87253868
Olfr1116,2,87267534,87278262,protein_coding,1,10728,chr2_87267534_87278262
Olfr1122,2,87385849,87391930,protein_coding,1,6081,chr2_87385849_87391930
Olfr1123,2,87416635,87423211,protein_coding,1,6576,chr2_87416635_87423211
Olfr1124,2,87430275,87436623,protein_coding,1,6348,chr2_87430275_87436623
Pramel7,2,87489087,87497093,protein_coding,-1,8006,chr2_87489087_87497093
Olfr153,2,87531796,87533053,protein_coding,1,1257,chr2_87531796_87533053
Olfr1129,2,87573902,87577259,protein_coding,1,3357,chr2_87573902_87577259
Olfr1130,2,87606212,87609852,protein_coding,1,3640,chr2_87606212_87609852
Olfr1132,2,87632583,87637535,protein_coding,-1,4952,chr2_87632583_87637535
Olfr1137,2,87708873,87713179,protein_coding,-1,4306,chr2_87708873_87713179
Olfr1138,2,87736747,87739978,protein_coding,-1,3231,chr2_87736747_87739978
Olfr1140,2,87743752,87747581,protein_coding,1,3829,chr2_87743752_87747581
Olfr152,2,87779483,87784572,protein_coding,1,5089,chr2_87779483_87784572
Olfr1152,2,87866492,87874156,protein_coding,1,7664,chr2_87866492_87874156
Olfr1156,2,87947053,87953100,protein_coding,-1,6047,chr2_87947053_87953100
Olfr1157,2,87958485,87968299,protein_coding,-1,9814,chr2_87958485_87968299
Olfr73,2,88032288,88037699,protein_coding,-1,5411,chr2_88032288_88037699
Olfr1167,2,88146150,88155193,protein_coding,-1,9043,chr2_88146150_88155193
Olfr1173,2,88273040,88279875,protein_coding,-1,6835,chr2_88273040_88279875
Olfr1178,2,88387062,88400799,protein_coding,1,13737,chr2_88387062_88400799
Olfr1179,2,88401859,88406453,protein_coding,-1,4594,chr2_88401859_88406453
Olfr1180,2,88410649,88419151,protein_coding,-1,8502,chr2_88410649_88419151
Olfr1183,2,88454867,88469199,protein_coding,1,14332,chr2_88454867_88469199
Olfr1186,2,88518551,88526790,protein_coding,1,8239,chr2_88518551_88526790
Olfr1189,2,88586454,88592762,protein_coding,1,6308,chr2_88586454_88592762
Olfr1191-ps1,2,88640542,88648438,protein_coding,1,7896,chr2_88640542_88648438
Olfr1192-ps1,2,88648509,88659772,protein_coding,1,11263,chr2_88648509_88659772
Olfr1195,2,88681455,88689187,protein_coding,-1,7732,chr2_88681455_88689187
Olfr1196,2,88697303,88704597,protein_coding,-1,7294,chr2_88697303_88704597
Olfr1198,2,88743970,88751370,protein_coding,-1,7400,chr2_88743970_88751370
Olfr1200,2,88763511,88770488,protein_coding,-1,6977,chr2_88763511_88770488
Olfr1202,2,88814496,88820711,protein_coding,1,6215,chr2_88814496_88820711
Olfr1204,2,88849292,88857920,protein_coding,1,8628,chr2_88849292_88857920
Olfr1208,2,88895575,88902311,protein_coding,-1,6736,chr2_88895575_88902311
Olfr1209,2,88904942,88915157,protein_coding,-1,10215,chr2_88904942_88915157
Olfr1211,2,88926876,88938111,protein_coding,-1,11235,chr2_88926876_88938111
Olfr1214,2,88986479,88992653,protein_coding,-1,6174,chr2_88986479_88992653
Olfr1215,2,89000021,89006973,protein_coding,-1,6952,chr2_89000021_89006973
Olfr1216,2,89007563,89018340,protein_coding,-1,10777,chr2_89007563_89018340
Olfr1217,2,89021336,89032065,protein_coding,-1,10729,chr2_89021336_89032065
Olfr1219,2,89072241,89083513,protein_coding,-1,11272,chr2_89072241_89083513
Olfr1220,2,89094188,89106835,protein_coding,-1,12647,chr2_89094188_89106835
Olfr1222,2,89122885,89133054,protein_coding,-1,10169,chr2_89122885_89133054
Olfr1223,2,89143508,89151560,protein_coding,-1,8052,chr2_89143508_89151560
Olfr1226,2,89188839,89200048,protein_coding,-1,11209,chr2_89188839_89200048
Olfr1229,2,89280476,89288014,protein_coding,-1,7538,chr2_89280476_89288014
Olfr1233,2,89333208,89342398,protein_coding,-1,9190,chr2_89333208_89342398
Olfr1238,2,89401991,89409676,protein_coding,-1,7685,chr2_89401991_89409676
Olfr1246,2,89586141,89593157,protein_coding,-1,7016,chr2_89586141_89593157
Olfr1247,2,89604959,89614130,protein_coding,-1,9171,chr2_89604959_89614130
Olfr1250,2,89653773,89661467,protein_coding,-1,7694,chr2_89653773_89661467
Olfr1254,2,89787325,89793619,protein_coding,-1,6294,chr2_89787325_89793619
Olfr1256,2,89825311,89841555,protein_coding,-1,16244,chr2_89825311_89841555
Olfr48,2,89841793,89848205,protein_coding,-1,6412,chr2_89841793_89848205
Olfr1260,2,89974340,89981586,protein_coding,1,7246,chr2_89974340_89981586
Olfr1264,2,90018526,90025577,protein_coding,-1,7051,chr2_90018526_90025577
Olfr1270,2,90145255,90153091,protein_coding,-1,7836,chr2_90145255_90153091
Olfr1271,2,90260546,90271032,protein_coding,-1,10486,chr2_90260546_90271032
Olfr1272,2,90280263,90292841,protein_coding,-1,12578,chr2_90280263_90292841
Ptprj,2,90429754,90580647,protein_coding,-1,150893,chr2_90429754_90580647
4933423P22Rik,2,90479236,90488425,antisense,1,9189,chr2_90479236_90488425
Nup160,2,90677215,90736328,protein_coding,1,59113,chr2_90677215_90736328
Fnbp4,2,90745370,90781021,protein_coding,1,35651,chr2_90745370_90781021
Agbl2,2,90782727,90834437,protein_coding,1,51710,chr2_90782727_90834437
Mtch2,2,90847155,90866810,protein_coding,1,19655,chr2_90847155_90866810
C1qtnf4,2,90885860,90890525,protein_coding,1,4665,chr2_90885860_90890525
Ndufs3,2,90894634,90904827,protein_coding,-1,10193,chr2_90894634_90904827
Kbtbd4,2,90904740,90911626,protein_coding,1,6886,chr2_90904740_90911626
Celf1,2,90940382,91019498,protein_coding,1,79116,chr2_90940382_91019498
Rapsn,2,91035620,91045730,protein_coding,1,10110,chr2_91035620_91045730
Psmc3,2,91054009,91066369,protein_coding,1,12360,chr2_91054009_91066369
Slc39a13,2,91061791,91070417,protein_coding,-1,8626,chr2_91061791_91070417
Spi1,2,91082390,91115756,protein_coding,1,33366,chr2_91082390_91115756
Mybpc3,2,91118144,91136516,protein_coding,1,18372,chr2_91118144_91136516
Madd,2,91137360,91183837,protein_coding,-1,46477,chr2_91137360_91183837
Nr1h3,2,91184061,91202834,protein_coding,-1,18773,chr2_91184061_91202834
Acp2,2,91202885,91214098,protein_coding,1,11213,chr2_91202885_91214098
Ddb2,2,91211572,91236982,protein_coding,-1,25410,chr2_91211572_91236982
Pacsin3,2,91255954,91264679,protein_coding,1,8725,chr2_91255954_91264679
Arfgap2,2,91264974,91276931,protein_coding,1,11957,chr2_91264974_91276931
1110051M20Rik,2,91275068,91444704,protein_coding,-1,169636,chr2_91275068_91444704
Lrp4,2,91457511,91513779,protein_coding,1,56268,chr2_91457511_91513779
Ckap5,2,91526762,91620664,protein_coding,1,93902,chr2_91526762_91620664
F2,2,91625320,91636414,protein_coding,-1,11094,chr2_91625320_91636414
Zfp408,2,91643669,91649791,protein_coding,-1,6122,chr2_91643669_91649791
Arhgap1,2,91649860,91672326,protein_coding,1,22466,chr2_91649860_91672326
Atg13,2,91674618,91710576,protein_coding,-1,35958,chr2_91674618_91710576
Harbi1,2,91710852,91721545,protein_coding,1,10693,chr2_91710852_91721545
Ambra1,2,91730134,91918849,protein_coding,1,188715,chr2_91730134_91918849
Chrm4,2,91927249,91928688,protein_coding,1,1439,chr2_91927249_91928688
Mdk,2,91929805,91932297,protein_coding,-1,2492,chr2_91929805_91932297
Dgkz,2,91932824,91975864,protein_coding,-1,43040,chr2_91932824_91975864
Gm9821,2,91945703,91948688,antisense,1,2985,chr2_91945703_91948688
Creb3l1,2,91982328,92024502,protein_coding,-1,42174,chr2_91982328_92024502
Gm13780,2,92043373,92096042,lincRNA,-1,52669,chr2_92043373_92096042
Phf21a,2,92093117,92364666,protein_coding,1,271549,chr2_92093117_92364666
Large2,2,92365046,92374869,protein_coding,-1,9823,chr2_92365046_92374869
Pex16,2,92374676,92381217,protein_coding,1,6541,chr2_92374676_92381217
1700029I15Rik,2,92382538,92385708,protein_coding,1,3170,chr2_92382538_92385708
Mapk8ip1,2,92383676,92401263,protein_coding,-1,17587,chr2_92383676_92401263
Cry2,2,92403646,92434043,protein_coding,-1,30397,chr2_92403646_92434043
Slc35c1,2,92452764,92460538,protein_coding,-1,7774,chr2_92452764_92460538
Gm13814,2,92483926,92529809,lincRNA,1,45883,chr2_92483926_92529809
Gm13817,2,92529694,92540980,lincRNA,-1,11286,chr2_92529694_92540980
Chst1,2,92599707,92615250,protein_coding,1,15543,chr2_92599707_92615250
Gm13816,2,92742230,92759208,lincRNA,1,16978,chr2_92742230_92759208
Syt13,2,92915098,92956058,protein_coding,1,40960,chr2_92915098_92956058
Prdm11,2,92972018,93046167,protein_coding,-1,74149,chr2_92972018_93046167
4631405J19Rik,2,93027956,93044732,antisense,1,16776,chr2_93027956_93044732
Gm13802,2,93085942,93098244,lincRNA,-1,12302,chr2_93085942_93098244
Trp53i11,2,93187548,93201759,protein_coding,1,14211,chr2_93187548_93201759
Tspan18,2,93201760,93334505,protein_coding,-1,132745,chr2_93201760_93334505
Gm13807,2,93403547,93417830,antisense,1,14283,chr2_93403547_93417830
Cd82,2,93419111,93463140,protein_coding,-1,44029,chr2_93419111_93463140
Alx4,2,93642384,93681339,protein_coding,1,38955,chr2_93642384_93681339
Ext2,2,93661028,93822568,protein_coding,-1,161540,chr2_93661028_93822568
Accs,2,93833467,93849943,protein_coding,-1,16476,chr2_93833467_93849943
Accsl,2,93855361,93869157,protein_coding,-1,13796,chr2_93855361_93869157
Gm13889,2,93955810,93957201,protein_coding,-1,1391,chr2_93955810_93957201
Gm27027,2,93956817,93996354,protein_coding,-1,39537,chr2_93956817_93996354
Alkbh3os1,2,93980034,93983575,antisense,1,3541,chr2_93980034_93983575
Alkbh3,2,93980550,94010807,protein_coding,-1,30257,chr2_93980550_94010807
Hsd17b12,2,94032689,94157964,protein_coding,-1,125275,chr2_94032689_94157964
Mir670hg,2,94160636,94264918,lincRNA,-1,104282,chr2_94160636_94264918
Ttc17,2,94300767,94406689,protein_coding,-1,105922,chr2_94300767_94406689
Api5,2,94411682,94438136,protein_coding,-1,26454,chr2_94411682_94438136
Gm13794,2,95394242,95397651,lincRNA,1,3409,chr2_95394242_95397651
Lrrc4c,2,96318169,97631666,protein_coding,1,1313497,chr2_96318169_97631666
4930445B16Rik,2,96987018,97083561,lincRNA,-1,96543,chr2_96987018_97083561
Gm10801,2,98662237,98664083,protein_coding,1,1846,chr2_98662237_98664083
Gm10800,2,98666547,98667301,protein_coding,-1,754,chr2_98666547_98667301
B230118H07Rik,2,101560781,101649532,protein_coding,-1,88751,chr2_101560781_101649532
Rag2,2,101624718,101632529,protein_coding,1,7811,chr2_101624718_101632529
Traf6,2,101678429,101701669,protein_coding,1,23240,chr2_101678429_101701669
Prr5l,2,101714285,101883027,protein_coding,-1,168742,chr2_101714285_101883027
Gm13905,2,101872175,101883256,lincRNA,1,11081,chr2_101872175_101883256
Commd9,2,101886247,101901646,protein_coding,1,15399,chr2_101886247_101901646
Ldlrad3,2,101950203,102186385,protein_coding,-1,236182,chr2_101950203_102186385
Gm13919,2,102039629,102066725,antisense,1,27096,chr2_102039629_102066725
Trim44,2,102300119,102407828,protein_coding,-1,107709,chr2_102300119_102407828
Fjx1,2,102449366,102452499,protein_coding,-1,3133,chr2_102449366_102452499
Pamr1,2,102550012,102643041,protein_coding,1,93029,chr2_102550012_102643041
Slc1a2,2,102658659,102790784,protein_coding,1,132125,chr2_102658659_102790784
Gm13872,2,102737907,102746760,antisense,-1,8853,chr2_102737907_102746760
Cd44,2,102811141,102901665,protein_coding,-1,90524,chr2_102811141_102901665
Pdhx,2,103021075,103073513,protein_coding,-1,52438,chr2_103021075_103073513
Apip,2,103073675,103092644,protein_coding,1,18969,chr2_103073675_103092644
Gm13874,2,103177787,103186681,lincRNA,1,8894,chr2_103177787_103186681
Ehf,2,103263433,103303278,protein_coding,-1,39845,chr2_103263433_103303278
A930006I01Rik,2,103338601,103372764,lincRNA,-1,34163,chr2_103338601_103372764
BC016548,2,103377643,103389044,lincRNA,-1,11401,chr2_103377643_103389044
Elf5,2,103411688,103450989,protein_coding,1,39301,chr2_103411688_103450989
Cat,2,103453849,103485160,protein_coding,-1,31311,chr2_103453849_103485160
Abtb2,2,103566310,103718423,protein_coding,1,152113,chr2_103566310_103718423
Nat10,2,103721256,103761270,protein_coding,-1,40014,chr2_103721256_103761270
Caprin1,2,103762941,103797649,protein_coding,-1,34708,chr2_103762941_103797649
Lmo2,2,103957986,103981878,protein_coding,1,23892,chr2_103957986_103981878
4931422A03Rik,2,103966943,104028361,protein_coding,-1,61418,chr2_103966943_104028361
Fbxo3,2,104027721,104063240,protein_coding,1,35519,chr2_104027721_104063240
Gm10799,2,104068047,104068550,protein_coding,-1,503,chr2_104068047_104068550
Cd59b,2,104069849,104091187,protein_coding,1,21338,chr2_104069849_104091187
Cd59a,2,104095801,104115354,protein_coding,1,19553,chr2_104095801_104115354
A930018P22Rik,2,104122769,104124749,protein_coding,1,1980,chr2_104122769_104124749
D430041D05Rik,2,104143073,104411013,protein_coding,-1,267940,chr2_104143073_104411013
Gm13883,2,104256672,104275757,antisense,1,19085,chr2_104256672_104275757
Hipk3,2,104426481,104494446,protein_coding,-1,67965,chr2_104426481_104494446
Cstf3,2,104590523,104665429,protein_coding,1,74906,chr2_104590523_104665429
Tcp11l1,2,104657288,104712169,protein_coding,-1,54881,chr2_104657288_104712169
Pin1rt1,2,104713926,104716379,protein_coding,-1,2453,chr2_104713926_104716379
Depdc7,2,104721784,104742878,protein_coding,-1,21094,chr2_104721784_104742878
Qser1,2,104754795,104816760,protein_coding,-1,61965,chr2_104754795_104816760
Prrg4,2,104830741,104849876,protein_coding,-1,19135,chr2_104830741_104849876
Ccdc73,2,104867805,105017904,protein_coding,1,150099,chr2_104867805_105017904
Eif3m,2,104999656,105017080,protein_coding,-1,17424,chr2_104999656_105017080
Wt1os,2,105076538,105126510,antisense,-1,49972,chr2_105076538_105126510
Gm11060,2,105092018,105093760,protein_coding,1,1742,chr2_105092018_105093760
Wt1,2,105126529,105173616,protein_coding,1,47087,chr2_105126529_105173616
Them7,2,105224320,105379796,protein_coding,1,155476,chr2_105224320_105379796
Rcn1,2,105386291,105399319,protein_coding,-1,13028,chr2_105386291_105399319
4930527A07Rik,2,105476501,105477357,lincRNA,1,856,chr2_105476501_105477357
Pax6os1,2,105536080,105670330,antisense,-1,134250,chr2_105536080_105670330
Pax6,2,105668900,105697364,protein_coding,1,28464,chr2_105668900_105697364
Elp4,2,105701027,105904564,protein_coding,-1,203537,chr2_105701027_105904564
Gm13954,2,105708999,105710098,antisense,1,1099,chr2_105708999_105710098
