gene,chr,start,end,gene_biotype,coding_strand,length,genomic_position
Arap3,18,37972628,37998969,protein_coding,-1,26341,chr18_37972628_37998969
Arc,15,74669083,74672570,protein_coding,-1,3487,chr15_74669083_74672570
Arcn1,9,44741564,44767845,protein_coding,-1,26281,chr9_44741564_44767845
Areg,5,91139599,91148432,protein_coding,1,8833,chr5_91139599_91148432
Arel1,12,84918148,84970900,protein_coding,-1,52752,chr12_84918148_84970900
Arf1,11,59211412,59228270,protein_coding,-1,16858,chr11_59211412_59228270
Arf2,11,103966739,103985337,protein_coding,1,18598,chr11_103966739_103985337
Arf3,15,98736634,98763214,protein_coding,-1,26580,chr15_98736634_98763214
Arf4,14,26638074,26665084,protein_coding,1,27010,chr14_26638074_26665084
Arf5,6,28423560,28426602,protein_coding,1,3042,chr6_28423560_28426602
Arf6,12,69372150,69373783,protein_coding,1,1633,chr12_69372150_69373783
Arfgap1,2,180967225,180982526,protein_coding,1,15301,chr2_180967225_180982526
Arfgap2,2,91264974,91276931,protein_coding,1,11957,chr2_91264974_91276931
Arfgap3,15,83299739,83350247,protein_coding,-1,50508,chr15_83299739_83350247
Arfgef1,1,10137571,10232670,protein_coding,-1,95099,chr1_10137571_10232670
Arfgef2,2,166805588,166898052,protein_coding,1,92464,chr2_166805588_166898052
Arfip1,3,84496093,84582625,protein_coding,-1,86532,chr3_84496093_84582625
Arfip2,7,105634203,105640416,protein_coding,-1,6213,chr7_105634203_105640416
Arfrp1,2,181357690,181365404,protein_coding,-1,7714,chr2_181357690_181365404
Arg1,10,24915221,24927484,protein_coding,-1,12263,chr10_24915221_24927484
Arg2,12,79130777,79156301,protein_coding,1,25524,chr12_79130777_79156301
Arglu1,8,8665075,8690521,protein_coding,-1,25446,chr8_8665075_8690521
Arhgap1,2,91649860,91672326,protein_coding,1,22466,chr2_91649860_91672326
Arhgap10,8,77250366,77517953,protein_coding,-1,267587,chr8_77250366_77517953
Arhgap11a,2,113831492,113848661,protein_coding,-1,17169,chr2_113831492_113848661
Arhgap12,18,6024427,6136098,protein_coding,-1,111671,chr18_6024427_6136098
Arhgap15,2,43748824,44395953,protein_coding,1,647129,chr2_43748824_44395953
Arhgap15os,2,44059238,44065324,antisense,-1,6086,chr2_44059238_44065324
Arhgap17,7,123279218,123369915,protein_coding,-1,90697,chr7_123279218_123369915
Arhgap18,10,26753421,26918648,protein_coding,1,165227,chr10_26753421_26918648
Arhgap19,19,41766588,41802047,protein_coding,-1,35459,chr19_41766588_41802047
Arhgap20,9,51765337,51853856,protein_coding,1,88519,chr9_51765337_51853856
Arhgap20os,9,51832814,51875886,antisense,-1,43072,chr9_51832814_51875886
Arhgap21,2,20847919,20968881,protein_coding,-1,120962,chr2_20847919_20968881
Arhgap22,14,33214026,33369934,protein_coding,1,155908,chr14_33214026_33369934
Arhgap23,11,97415533,97502402,protein_coding,1,86869,chr11_97415533_97502402
Arhgap24,5,102481391,102897937,protein_coding,1,416546,chr5_102481391_102897937
Arhgap25,6,87458545,87533259,protein_coding,-1,74714,chr6_87458545_87533259
Arhgap26,18,38676718,39376284,protein_coding,1,699566,chr18_38676718_39376284
Arhgap27,11,103331497,103363692,protein_coding,-1,32195,chr11_103331497_103363692
Arhgap27os1,11,103363213,103364651,antisense,1,1438,chr11_103363213_103364651
Arhgap27os3,11,103344753,103350124,antisense,1,5371,chr11_103344753_103350124
Arhgap28,17,67842713,68004120,protein_coding,-1,161407,chr17_67842713_68004120
Arhgap29,3,121952541,122016753,protein_coding,1,64212,chr3_121952541_122016753
Arhgap30,1,171388954,171410298,protein_coding,1,21344,chr1_171388954_171410298
Arhgap31,16,38598340,38713274,protein_coding,-1,114934,chr16_38598340_38713274
Arhgap32,9,32116136,32268446,protein_coding,1,152310,chr9_32116136_32268446
Arhgap33,7,30522226,30535060,protein_coding,-1,12834,chr7_30522226_30535060
Arhgap33os,7,30515122,30522193,protein_coding,1,7071,chr7_30515122_30522193
Arhgap35,7,16493719,16614993,protein_coding,-1,121274,chr7_16493719_16614993
Arhgap36,X,49463945,49500244,protein_coding,1,36299,chrX_49463945_49500244
Arhgap39,15,76723985,76818170,protein_coding,-1,94185,chr15_76723985_76818170
Arhgap4,X,73891442,73921870,protein_coding,-1,30428,chrX_73891442_73921870
Arhgap40,2,158512796,158550762,protein_coding,1,37966,chr2_158512796_158550762
Arhgap42,9,8994329,9239101,protein_coding,-1,244772,chr9_8994329_9239101
Arhgap44,11,65002039,65162961,protein_coding,-1,160922,chr11_65002039_65162961
Arhgap5,12,52503972,52571975,protein_coding,1,68003,chr12_52503972_52571975
Arhgap6,X,168795099,169304435,protein_coding,1,509336,chrX_168795099_169304435
Arhgap8,15,84720052,84772207,protein_coding,1,52155,chr15_84720052_84772207
Arhgap9,10,127321964,127329943,protein_coding,1,7979,chr10_127321964_127329943
Arhgdia,11,120578104,120581624,protein_coding,-1,3520,chr11_120578104_120581624
Arhgdib,6,136923655,136941899,protein_coding,-1,18244,chr6_136923655_136941899
Arhgdig,17,26199183,26207786,protein_coding,-1,8603,chr17_26199183_26207786
Arhgef1,7,24902912,24926594,protein_coding,1,23682,chr7_24902912_24926594
Arhgef10,8,14911663,15001085,protein_coding,1,89422,chr8_14911663_15001085
Arhgef10l,4,140514485,140666012,protein_coding,-1,151527,chr4_140514485_140666012
Arhgef11,3,87617559,87738034,protein_coding,1,120475,chr3_87617559_87738034
Arhgef12,9,42963842,43107239,protein_coding,-1,143397,chr9_42963842_43107239
Arhgef15,11,68943155,68957480,protein_coding,-1,14325,chr11_68943155_68957480
Arhgef17,7,100869752,100932107,protein_coding,-1,62355,chr7_100869752_100932107
Arhgef18,8,3353415,3456601,protein_coding,1,103186,chr8_3353415_3456601
Arhgef19,4,141239499,141257564,protein_coding,1,18065,chr4_141239499_141257564
Arhgef2,3,88605966,88648052,protein_coding,1,42086,chr3_88605966_88648052
Arhgef25,10,127182525,127190083,protein_coding,-1,7558,chr10_127182525_127190083
Arhgef26,3,62338344,62462221,protein_coding,1,123877,chr3_62338344_62462221
Arhgef28,13,97899469,98206439,protein_coding,-1,306970,chr13_97899469_98206439
Arhgef3,14,27114899,27403911,protein_coding,1,289012,chr14_27114899_27403911
Arhgef33,17,80307407,80400081,protein_coding,1,92674,chr17_80307407_80400081
Arhgef37,18,61491657,61536594,protein_coding,-1,44937,chr18_61491657_61536594
Arhgef39,4,43496142,43499695,protein_coding,-1,3553,chr4_43496142_43499695
Arhgef4,1,34678188,34813309,protein_coding,1,135121,chr1_34678188_34813309
Arhgef40,14,51984719,52006251,protein_coding,1,21532,chr14_51984719_52006251
Arhgef5,6,43265582,43289320,protein_coding,1,23738,chr6_43265582_43289320
Arhgef6,X,57231485,57338729,protein_coding,-1,107244,chrX_57231485_57338729
Arhgef7,8,11727721,11835219,protein_coding,1,107498,chr8_11727721_11835219
Arhgef9,X,95048935,95196856,protein_coding,-1,147921,chrX_95048935_95196856
Arid1a,4,133679008,133756769,protein_coding,-1,77761,chr4_133679008_133756769
Arid1b,17,4994332,5347656,protein_coding,1,353324,chr17_4994332_5347656
Arid2,15,96287518,96404992,protein_coding,1,117474,chr15_96287518_96404992
Arid3a,10,79927043,79955018,protein_coding,1,27975,chr10_79927043_79955018
Arid3b,9,57790353,57836793,protein_coding,-1,46440,chr9_57790353_57836793
Arid3c,4,41723836,41731142,protein_coding,-1,7306,chr4_41723836_41731142
Arid4a,12,71015990,71098592,protein_coding,1,82602,chr12_71015990_71098592
Arid4b,13,14063232,14199603,protein_coding,1,136371,chr13_14063232_14199603
Arid5a,1,36307733,36324029,protein_coding,1,16296,chr1_36307733_36324029
Arid5b,10,68092520,68278740,protein_coding,-1,186220,chr10_68092520_68278740
Arih1,9,59388258,59486618,protein_coding,-1,98360,chr9_59388258_59486618
Arih2,9,108602942,108649386,protein_coding,-1,46444,chr9_108602942_108649386
Arl1,10,88730858,88744094,protein_coding,1,13236,chr10_88730858_88744094
Arl10,13,54575015,54581128,protein_coding,1,6113,chr13_54575015_54581128
Arl11,14,61309753,61311936,protein_coding,1,2183,chr14_61309753_61311936
Arl13a,X,134187501,134208028,protein_coding,1,20527,chrX_134187501_134208028
Arl13b,16,62793685,62847040,protein_coding,-1,53355,chr16_62793685_62847040
Arl14ep,2,106962527,106974424,protein_coding,-1,11897,chr2_106962527_106974424
Arl14epl,18,46921815,46934232,protein_coding,1,12417,chr18_46921815_46934232
Arl15,13,113794505,114157461,protein_coding,1,362956,chr13_113794505_114157461
Arl16,11,120464866,120467607,protein_coding,-1,2741,chr11_120464866_120467607
Arl2,19,6134374,6141548,protein_coding,-1,7174,chr19_6134374_6141548
Arl2bp,8,94666600,94674425,protein_coding,1,7825,chr8_94666600_94674425
Arl3,19,46531096,46573198,protein_coding,-1,42102,chr19_46531096_46573198
Arl4a,12,40005447,40038025,protein_coding,-1,32578,chr12_40005447_40038025
Arl4aos,12,40038099,40040027,antisense,1,1928,chr12_40038099_40040027
Arl4c,1,88673125,88702221,protein_coding,-1,29096,chr1_88673125_88702221
Arl4d,11,101665541,101667832,protein_coding,1,2291,chr11_101665541_101667832
Arl5a,2,52397951,52424901,protein_coding,-1,26950,chr2_52397951_52424901
Arl5b,2,15049395,15082456,protein_coding,1,33061,chr2_15049395_15082456
Arl5c,11,97989578,97996181,protein_coding,-1,6603,chr11_97989578_97996181
Arl6,16,59612949,59639391,protein_coding,-1,26442,chr16_59612949_59639391
Arl6ip1,7,118118891,118129662,protein_coding,-1,10771,chr7_118118891_118129662
Arl6ip4,5,124116089,124118196,protein_coding,1,2107,chr5_124116089_124118196
Arl6ip5,6,97210689,97233315,protein_coding,1,22626,chr6_97210689_97233315
Arl6ip6,2,53191726,53219220,protein_coding,1,27494,chr2_53191726_53219220
Arl8a,1,135146824,135156269,protein_coding,1,9445,chr1_135146824_135156269
Arl8b,6,108783099,108825278,protein_coding,1,42179,chr6_108783099_108825278
Arl9,5,77004055,77010606,protein_coding,1,6551,chr5_77004055_77010606
Armc1,3,19131402,19163065,protein_coding,-1,31663,chr3_19131402_19163065
Armc10,5,21645813,21662694,protein_coding,1,16881,chr5_21645813_21662694
Armc12,17,28530806,28539110,protein_coding,1,8304,chr17_28530806_28539110
Armc2,10,41914990,42018442,protein_coding,-1,103452,chr10_41914990_42018442
Armc3,2,19199302,19310241,protein_coding,1,110939,chr2_19199302_19310241
Armc4,18,7088209,7297936,protein_coding,-1,209727,chr18_7088209_7297936
Armc5,7,128237342,128245100,protein_coding,1,7758,chr7_128237342_128245100
Armc6,8,70220172,70234466,protein_coding,-1,14294,chr8_70220172_70234466
Armc7,11,115475667,115490467,protein_coding,1,14800,chr11_115475667_115490467
Armc8,9,99478372,99568899,protein_coding,-1,90527,chr9_99478372_99568899
Armc9,1,86154780,86278284,protein_coding,1,123504,chr1_86154780_86278284
Armcx1,X,134717963,134721917,protein_coding,1,3954,chrX_134717963_134721917
Armcx2,X,134804145,134809221,protein_coding,-1,5076,chrX_134804145_134809221
Armcx3,X,134756595,134761455,protein_coding,1,4860,chrX_134756595_134761455
Armcx4,X,134686519,134696757,protein_coding,1,10238,chrX_134686519_134696757
Armcx5,X,135742733,135747322,protein_coding,1,4589,chrX_135742733_135747322
Armcx6,X,134748461,134751417,protein_coding,-1,2956,chrX_134748461_134751417
Arnt,3,95434388,95497240,protein_coding,1,62852,chr3_95434388_95497240
Arnt2,7,84246278,84410176,protein_coding,-1,163898,chr7_84246278_84410176
Arntl,7,113207465,113314126,protein_coding,1,106661,chr7_113207465_113314126
Arntl2,6,146796055,146833529,protein_coding,1,37474,chr6_146796055_146833529
Arpc1a,5,145083830,145108761,protein_coding,1,24931,chr5_145083830_145108761
Arpc1b,5,145114215,145130705,protein_coding,1,16490,chr5_145114215_145130705
Arpc2,1,74236084,74268209,protein_coding,1,32125,chr1_74236084_74268209
Arpc3,5,122391878,122414184,protein_coding,1,22306,chr5_122391878_122414184
Arpc4,6,113378115,113390448,protein_coding,1,12333,chr6_113378115_113390448
Arpc5,1,152766542,152775597,protein_coding,1,9055,chr1_152766542_152775597
Arpc5l,2,39005348,39015877,protein_coding,1,10529,chr2_39005348_39015877
Arpp19,9,75037614,75060313,protein_coding,1,22699,chr9_75037614_75060313
Arpp21,9,112065091,112235938,protein_coding,-1,170847,chr9_112065091_112235938
Arr3,X,100605497,100618493,protein_coding,1,12996,chrX_100605497_100618493
Arrb1,7,99535466,99606771,protein_coding,1,71305,chr7_99535466_99606771
Arrb2,11,70432635,70440828,protein_coding,1,8193,chr11_70432635_70440828
Arrdc1,2,24925352,24935252,protein_coding,-1,9900,chr2_24925352_24935252
Arrdc2,8,70835124,70839720,protein_coding,-1,4596,chr8_70835124_70839720
Arrdc3,13,80883384,80896042,protein_coding,1,12658,chr13_80883384_80896042
Arrdc4,7,68736995,68749241,protein_coding,-1,12246,chr7_68736995_68749241
Arrdc5,17,56294111,56300286,protein_coding,-1,6175,chr17_56294111_56300286
Arsa,15,89472476,89477425,protein_coding,-1,4949,chr15_89472476_89477425
Arsb,13,93771630,93943016,protein_coding,1,171386,chr13_93771630_93943016
Arsg,11,109473374,109573330,protein_coding,1,99956,chr11_109473374_109573330
Arsi,18,60911780,60918561,protein_coding,1,6781,chr18_60911780_60918561
Arsj,3,126363684,126440375,protein_coding,1,76691,chr3_126363684_126440375
Arsk,13,76060422,76098660,protein_coding,-1,38238,chr13_76060422_76098660
Art1,7,102101743,102113933,protein_coding,1,12190,chr7_102101743_102113933
Art3,5,92331827,92414628,protein_coding,1,82801,chr5_92331827_92414628
Art4,6,136848451,136857733,protein_coding,-1,9282,chr6_136848451_136857733
Art5,7,102096879,102109489,protein_coding,-1,12610,chr7_102096879_102109489
Artn,4,117926162,117929763,protein_coding,-1,3601,chr4_117926162_117929763
Arv1,8,124722139,124734123,protein_coding,1,11984,chr8_124722139_124734123
Arvcf,16,18348182,18407958,protein_coding,1,59776,chr16_18348182_18407958
Arx,X,93286445,93298357,protein_coding,1,11912,chrX_93286445_93298357
Arxes1,X,136033367,136034946,protein_coding,1,1579,chrX_136033367_136034946
Arxes2,X,135993824,135995355,protein_coding,1,1531,chrX_135993824_135995355
As3mt,19,46707458,46741099,protein_coding,1,33641,chr19_46707458_46741099
Asah1,8,41340197,41374773,protein_coding,-1,34576,chr8_41340197_41374773
Asah2,19,31982597,32108211,protein_coding,-1,125614,chr19_31982597_32108211
Asap1,15,64086857,64382919,protein_coding,-1,296062,chr15_64086857_64382919
Asap2,12,20990459,21270171,protein_coding,1,279712,chr12_20990459_21270171
Asap3,4,136206365,136245216,protein_coding,1,38851,chr4_136206365_136245216
Asb1,1,91540544,91559589,protein_coding,1,19045,chr1_91540544_91559589
Asb11,X,164436994,164459170,protein_coding,1,22176,chrX_164436994_164459170
Asb12,X,95470201,95557987,protein_coding,-1,87786,chrX_95470201_95557987
Asb13,13,3634032,3653822,protein_coding,1,19790,chr13_3634032_3653822
Asb14,14,26894557,26916060,protein_coding,1,21503,chr14_26894557_26916060
Asb15,6,24528144,24573164,protein_coding,1,45020,chr6_24528144_24573164
Asb16,11,102268743,102279462,protein_coding,1,10719,chr11_102268743_102279462
Asb17,3,153844209,153855082,protein_coding,1,10873,chr3_153844209_153855082
Asb17os,3,153836902,153852424,antisense,-1,15522,chr3_153836902_153852424
Asb18,1,89950220,90014666,protein_coding,-1,64446,chr1_89950220_90014666
Asb2,12,103321142,103356001,protein_coding,-1,34859,chr12_103321142_103356001
Asb3,11,30885416,31102704,protein_coding,1,217288,chr11_30885416_31102704
Asb4,6,5383386,5433022,protein_coding,1,49636,chr6_5383386_5433022
Asb5,8,54529580,54587875,protein_coding,1,58295,chr8_54529580_54587875
Asb6,2,30823097,30830333,protein_coding,-1,7236,chr2_30823097_30830333
Asb7,7,66644565,66689596,protein_coding,-1,45031,chr7_66644565_66689596
Asb8,15,98134637,98165625,protein_coding,-1,30988,chr15_98134637_98165625
Asb9,X,164506327,164539752,protein_coding,1,33425,chrX_164506327_164539752
Ascc1,10,60002805,60099988,protein_coding,1,97183,chr10_60002805_60099988
Ascc2,11,4637747,4685699,protein_coding,1,47952,chr11_4637747_4685699
Ascc3,10,50592669,50851485,protein_coding,1,258816,chr10_50592669_50851485
Ascl1,10,87490819,87493660,protein_coding,-1,2841,chr10_87490819_87493660
Ascl2,7,142966829,142969264,protein_coding,-1,2435,chr7_142966829_142969264
Ascl3,7,109727465,109731726,protein_coding,-1,4261,chr7_109727465_109731726
Ascl4,10,85927681,85946206,protein_coding,1,18525,chr10_85927681_85946206
Ascl5,1,136050804,136051370,protein_coding,1,566,chr1_136050804_136051370
Asf1a,10,53596757,53609225,protein_coding,1,12468,chr10_53596757_53609225
Asf1b,8,83955507,83970197,protein_coding,1,14690,chr8_83955507_83970197
Asgr1,11,70054085,70057894,protein_coding,1,3809,chr11_70054085_70057894
Ash1l,3,88950622,89079375,protein_coding,1,128753,chr3_88950622_89079375
Ash2l,8,25815996,25847694,protein_coding,-1,31698,chr8_25815996_25847694
Asic1,15,99670368,99701130,protein_coding,1,30762,chr15_99670368_99701130
Asic2,11,80880169,81968457,protein_coding,-1,1088288,chr11_80880169_81968457
Asic3,5,24413392,24417835,protein_coding,1,4443,chr5_24413392_24417835
Asic4,1,75450436,75474343,protein_coding,1,23907,chr1_75450436_75474343
Asl,5,130011258,130029247,protein_coding,-1,17989,chr5_130011258_130029247
Asmt,X,170672644,170678054,protein_coding,1,5410,chrX_170672644_170678054
Asna1,8,85017931,85025281,protein_coding,-1,7350,chr8_85017931_85025281
Asns,6,7675169,7693254,protein_coding,-1,18085,chr6_7675169_7693254
Asnsd1,1,53344617,53352752,protein_coding,-1,8135,chr1_53344617_53352752
Aspa,11,73304992,73329596,protein_coding,-1,24604,chr11_73304992_73329596
Aspdh,7,44465391,44467758,protein_coding,1,2367,chr7_44465391_44467758
Aspg,12,112106679,112127559,protein_coding,1,20880,chr12_112106679_112127559
Asph,4,9448069,9669344,protein_coding,-1,221275,chr4_9448069_9669344
Asphd1,7,126945567,126949582,protein_coding,-1,4015,chr7_126945567_126949582
Asphd2,5,112384354,112394866,protein_coding,-1,10512,chr5_112384354_112394866
Aspm,1,139454772,139494091,protein_coding,1,39319,chr1_139454772_139494091
Aspn,13,49544443,49567565,protein_coding,1,23122,chr13_49544443_49567565
Asprv1,6,86628164,86629710,protein_coding,1,1546,chr6_86628164_86629710
Aspscr1,11,120672973,120709447,protein_coding,1,36474,chr11_120672973_120709447
Asrgl1,19,9109868,9135636,protein_coding,-1,25768,chr19_9109868_9135636
Ass1,2,31470207,31520672,protein_coding,1,50465,chr2_31470207_31520672
Aste1,9,105395392,105412229,protein_coding,1,16837,chr9_105395392_105412229
Astn1,1,158362273,158691781,protein_coding,1,329508,chr1_158362273_158691781
Astn2,4,65380803,66404611,protein_coding,-1,1023808,chr4_65380803_66404611
Asxl1,2,153345829,153404007,protein_coding,1,58178,chr2_153345829_153404007
Asxl2,12,3426857,3506852,protein_coding,1,79995,chr12_3426857_3506852
Asxl3,18,22344246,22530227,protein_coding,1,185981,chr18_22344246_22530227
Asz1,6,18050964,18109061,protein_coding,-1,58097,chr6_18050964_18109061
Atad1,19,32671638,32739786,protein_coding,-1,68148,chr19_32671638_32739786
Atad2,15,58094044,58135082,protein_coding,-1,41038,chr15_58094044_58135082
Atad2b,12,4917353,5047394,protein_coding,1,130041,chr12_4917353_5047394
Atad3a,4,155740641,155761093,protein_coding,-1,20452,chr4_155740641_155761093
Atad3aos,4,155761178,155769264,antisense,1,8086,chr4_155761178_155769264
Atad5,11,80089400,80135794,protein_coding,1,46394,chr11_80089400_80135794
Atat1,17,35897595,35910075,protein_coding,-1,12480,chr17_35897595_35910075
Atcay,10,81204508,81230833,protein_coding,-1,26325,chr10_81204508_81230833
Atcayos,10,81194609,81210877,antisense,1,16268,chr10_81194609_81210877
Ate1,7,130391493,130520369,protein_coding,-1,128876,chr7_130391493_130520369
Atf1,15,100227819,100261244,protein_coding,1,33425,chr15_100227819_100261244
Atf2,2,73816509,73892639,protein_coding,-1,76130,chr2_73816509_73892639
Atf3,1,191170296,191218039,protein_coding,-1,47743,chr1_191170296_191218039
Atf4,15,80255184,80257541,protein_coding,1,2357,chr15_80255184_80257541
Atf5,7,44812256,44816658,protein_coding,-1,4402,chr7_44812256_44816658
Atf6,1,170704674,170867771,protein_coding,-1,163097,chr1_170704674_170867771
Atf6b,17,34647146,34655074,protein_coding,1,7928,chr17_34647146_34655074
Atf7,15,102525946,102625464,protein_coding,-1,99518,chr15_102525946_102625464
Atf7ip,6,136506167,136610862,protein_coding,1,104695,chr6_136506167_136610862
Atf7ip2,16,10192712,10251478,protein_coding,1,58766,chr16_10192712_10251478
Atg10,13,90935356,91223968,protein_coding,-1,288612,chr13_90935356_91223968
Atg101,15,101284272,101290945,protein_coding,1,6673,chr15_101284272_101290945
Atg12,18,46730144,46741580,protein_coding,-1,11436,chr18_46730144_46741580
Atg13,2,91674618,91710576,protein_coding,-1,35958,chr2_91674618_91710576
Atg14,14,47540893,47570649,protein_coding,-1,29756,chr14_47540893_47570649
Atg16l1,1,87755870,87792428,protein_coding,1,36558,chr1_87755870_87792428
Atg16l2,7,101263034,101302251,protein_coding,-1,39217,chr7_101263034_101302251
Atg2a,19,6241668,6262335,protein_coding,1,20667,chr19_6241668_6262335
Atg2b,12,105616136,105685211,protein_coding,-1,69075,chr12_105616136_105685211
Atg3,16,45158785,45188538,protein_coding,1,29753,chr16_45158785_45188538
Atg4a,X,140956907,141164270,protein_coding,1,207363,chrX_140956907_141164270
Atg4a-ps,3,103643954,103646068,protein_coding,-1,2114,chr3_103643954_103646068
Atg4b,1,93751500,93790610,protein_coding,1,39110,chr1_93751500_93790610
Atg4c,4,99193934,99259787,protein_coding,1,65853,chr4_99193934_99259787
Atg4d,9,21265293,21277772,protein_coding,1,12479,chr9_21265293_21277772
Atg5,10,44268358,44364291,protein_coding,1,95933,chr10_44268358_44364291
Atg7,6,114643097,114860614,protein_coding,1,217517,chr6_114643097_114860614
Atg9a,1,75180860,75192196,protein_coding,-1,11336,chr1_75180860_75192196
Atg9b,5,24384181,24392143,protein_coding,-1,7962,chr5_24384181_24392143
Atic,1,71557150,71579631,protein_coding,1,22481,chr1_71557150_71579631
Atl1,12,69892614,69966417,protein_coding,1,73803,chr12_69892614_69966417
Atl2,17,79848390,79896123,protein_coding,-1,47733,chr17_79848390_79896123
Atl3,19,7494040,7539674,protein_coding,1,45634,chr19_7494040_7539674
Atm,9,53439149,53536740,protein_coding,-1,97591,chr9_53439149_53536740
Atmin,8,116943393,116960445,protein_coding,1,17052,chr8_116943393_116960445
Atn1,6,124742544,124756524,protein_coding,-1,13980,chr6_124742544_124756524
Atoh7,10,63099651,63101279,protein_coding,1,1628,chr10_63099651_63101279
Atoh8,6,72206177,72235577,protein_coding,-1,29400,chr6_72206177_72235577
Atox1,11,55446641,55461239,protein_coding,-1,14598,chr11_55446641_55461239
Atp10a,7,58656166,58829420,protein_coding,1,173254,chr7_58656166_58829420
Atp10b,11,43149877,43262285,protein_coding,1,112408,chr11_43149877_43262285
Atp10d,5,72203329,72298775,polymorphic_pseudogene,1,95446,chr5_72203329_72298775
Atp11a,8,12757014,12868728,protein_coding,1,111714,chr8_12757014_12868728
Atp11b,3,35754106,35856276,protein_coding,1,102170,chr3_35754106_35856276
Atp11c,X,60223290,60592698,protein_coding,-1,369408,chrX_60223290_60592698
Atp12a,14,56365068,56388550,protein_coding,1,23482,chr14_56365068_56388550
Atp13a1,8,69791163,69807749,protein_coding,1,16586,chr8_69791163_69807749
Atp13a2,4,140986873,141007330,protein_coding,1,20457,chr4_140986873_141007330
Atp13a3,16,30312423,30405975,protein_coding,-1,93552,chr16_30312423_30405975
Atp13a4,16,29395853,29544864,protein_coding,-1,149011,chr16_29395853_29544864
Atp13a5,16,29231851,29378732,protein_coding,-1,146881,chr16_29231851_29378732
Atp1a1,3,101576219,101604684,protein_coding,-1,28465,chr3_101576219_101604684
Atp1a2,1,172271709,172298064,protein_coding,-1,26355,chr1_172271709_172298064
Atp1a3,7,24978167,25005958,protein_coding,-1,27791,chr7_24978167_25005958
Atp1a4,1,172223513,172258414,protein_coding,-1,34901,chr1_172223513_172258414
Atp1b1,1,164437109,164458355,protein_coding,-1,21246,chr1_164437109_164458355
Atp1b2,11,69599736,69605942,protein_coding,-1,6206,chr11_69599736_69605942
Atp1b3,9,96332655,96364442,protein_coding,-1,31787,chr9_96332655_96364442
Atp1b4,X,38316184,38336769,protein_coding,1,20585,chrX_38316184_38336769
Atp2a1,7,126445858,126463108,protein_coding,-1,17250,chr7_126445858_126463108
Atp2a2,5,122453513,122502225,protein_coding,-1,48712,chr5_122453513_122502225
Atp2a3,11,72961169,72993044,protein_coding,1,31875,chr11_72961169_72993044
Atp2b1,10,98914406,99026143,protein_coding,1,111737,chr10_98914406_99026143
Atp2b2,6,113743831,114042613,protein_coding,-1,298782,chr6_113743831_114042613
Atp2b3,X,73503086,73571005,protein_coding,1,67919,chrX_73503086_73571005
Atp2b4,1,133699457,133801041,protein_coding,-1,101584,chr1_133699457_133801041
Atp2c1,9,105403539,105527319,protein_coding,-1,123780,chr9_105403539_105527319
Atp2c2,8,119700009,119757717,protein_coding,1,57708,chr8_119700009_119757717
Atp4a,7,30712209,30725534,protein_coding,1,13325,chr7_30712209_30725534
Atp5a1,18,77773729,77782869,protein_coding,1,9140,chr18_77773729_77782869
Atp5b,10,128083273,128090391,protein_coding,1,7118,chr10_128083273_128090391
Atp5c1,2,10056016,10080510,protein_coding,-1,24494,chr2_10056016_10080510
Atp5c1-ps,13,77669087,77670475,processed_pseudogene,-1,1388,chr13_77669087_77670475
Atp5d,10,80138632,80145818,protein_coding,1,7186,chr10_80138632_80145818
Atp5e,2,174461072,174464105,protein_coding,-1,3033,chr2_174461072_174464105
Atp5g1,11,96068852,96075670,protein_coding,-1,6818,chr11_96068852_96075670
Atp5g2,15,102662864,102672352,protein_coding,-1,9488,chr15_102662864_102672352
Atp5g3,2,73908447,73911326,protein_coding,-1,2879,chr2_73908447_73911326
Atp5h,11,115415689,115419962,protein_coding,-1,4273,chr11_115415689_115419962
Atp5j,16,84827866,84835625,protein_coding,-1,7759,chr16_84827866_84835625
Atp5j2,5,145183698,145192062,protein_coding,-1,8364,chr5_145183698_145192062
Atp5k,5,108433244,108434448,protein_coding,-1,1204,chr5_108433244_108434448
Atp5k-ps2,2,173984482,173984691,processed_pseudogene,-1,209,chr2_173984482_173984691
Atp5l,9,44912557,44920742,protein_coding,-1,8185,chr9_44912557_44920742
Atp5l-ps1,7,62476306,62476617,processed_pseudogene,1,311,chr7_62476306_62476617
Atp5l-ps2,11,86185329,86185642,processed_pseudogene,1,313,chr11_86185329_86185642
Atp5l2-ps,11,97768060,97768371,processed_pseudogene,1,311,chr11_97768060_97768371
Atp5o,16,91684398,91931687,protein_coding,-1,247289,chr16_91684398_91931687
Atp6ap1,X,74297097,74304721,protein_coding,1,7624,chrX_74297097_74304721
Atp6ap1l,13,90883433,90905355,protein_coding,-1,21922,chr13_90883433_90905355
Atp6ap2,X,12587801,12617049,protein_coding,1,29248,chrX_12587801_12617049
Atp6v0a1,11,101009452,101063719,protein_coding,1,54267,chr11_101009452_101063719
Atp6v0a2,5,124628576,124724455,protein_coding,1,95879,chr5_124628576_124724455
Atp6v0a4,6,38048483,38124586,protein_coding,-1,76103,chr6_38048483_38124586
Atp6v0b,4,117884326,117887333,protein_coding,-1,3007,chr4_117884326_117887333
Atp6v0c,17,24163866,24169702,protein_coding,-1,5836,chr17_24163866_24169702
Atp6v0c-ps1,7,4412438,4412900,processed_pseudogene,1,462,chr7_4412438_4412900
Atp6v0c-ps2,6,37806086,37806550,processed_pseudogene,1,464,chr6_37806086_37806550
